PersonID,PersonName,SchoolID,SchoolName,SchoolCampus,DepartmentName,DepartmentID,BirthDate,StillWorking,JobID,JobTitle,Earnings,EarningsYear
14,Amber Hartman,KN0XV3NZ,University of Massachusetts,Lowell,Computer Science,DEPT1,11/09/1959,no,JOB6,Researcher,427230,2014
15,Jackson Becker,NELK7SCK,University of Texas,Austin,Biology,DEPT5,03/31/1996,no,JOB5,Engineer,303539,2022
15,Jackson Becker,NELK7SCK,University of Texas,Austin,Biology,DEPT5,03/31/1996,no,JOB2,Lecturer,388607,2021
15,Jackson Becker,NELK7SCK,University of Texas,Austin,Biology,DEPT5,03/31/1996,no,JOB1,Professor,305770,2012
16,Siddharth Munagala,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,04/29/1980,no,JOB2,Lecturer,430900,2014
16,Siddharth Munagala,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,04/29/1980,no,JOB6,Researcher,148583,2010
16,Siddharth Munagala,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,04/29/1980,no,JOB8,Analyst,261614,2013
17,Sriram Kumar Marella,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,08/04/1980,no,JOB8,Analyst,221203,2021
17,Sriram Kumar Marella,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,08/04/1980,no,JOB3,Administrator,221568,2018
17,Sriram Kumar Marella,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,08/04/1980,no,JOB6,Researcher,142788,2017
17,Sriram Kumar Marella,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,08/04/1980,no,JOB8,Analyst,430900,2013
18,Maria Kim,E2EGFYJD,University of Illinois,Springfield,Biology,DEPT5,05/22/1966,no,JOB7,Scientist,258006,2019
18,Maria Kim,E2EGFYJD,University of Illinois,Springfield,Biology,DEPT5,05/22/1966,no,JOB1,Professor,69884,2022
18,Maria Kim,E2EGFYJD,University of Illinois,Springfield,Biology,DEPT5,05/22/1966,no,JOB8,Analyst,360362,2020
18,Maria Kim,E2EGFYJD,University of Illinois,Springfield,Biology,DEPT5,05/22/1966,no,JOB2,Lecturer,142735,2022
18,Maria Kim,E2EGFYJD,University of Illinois,Springfield,Biology,DEPT5,05/22/1966,no,JOB8,Analyst,220472,2011
19,Shawn Case,7R3NFGWK,University of California,Santa Barbara,Computer Science,DEPT1,09/23/1954,no,JOB3,Administrator,118989,2020
19,Shawn Case,7R3NFGWK,University of California,Santa Barbara,Computer Science,DEPT1,09/23/1954,no,JOB5,Engineer,275731,2022
20,Timothy Rogers,E3JDACPY,University of Florida,Orlando,Computer Engineering,DEPT9,09/13/1982,no,JOB4,Coordinator,363920,2012
20,Timothy Rogers,E3JDACPY,University of Florida,Orlando,Computer Engineering,DEPT9,09/13/1982,no,JOB2,Lecturer,352465,2019
20,Timothy Rogers,E3JDACPY,University of Florida,Orlando,Computer Engineering,DEPT9,09/13/1982,no,JOB1,Professor,74787,2022
21,William Allen,E2EGFYJD,University of Illinois,Urbana-Champaign,Biology,DEPT5,12/02/1965,no,JOB6,Researcher,235712,2013
22,Marc Alvarez,E3JDACPY,University of Florida,Orlando,Computer Engineering,DEPT9,07/20/1965,no,JOB8,Analyst,404239,2019
23,Erika Taylor,E2EGFYJD,University of Illinois,Urbana-Champaign,Biology,DEPT5,12/23/1958,no,JOB7,Scientist,161723,2021
23,Erika Taylor,E2EGFYJD,University of Illinois,Urbana-Champaign,Biology,DEPT5,12/23/1958,no,JOB1,Professor,364450,2017
23,Erika Taylor,E2EGFYJD,University of Illinois,Urbana-Champaign,Biology,DEPT5,12/23/1958,no,JOB5,Engineer,130440,2018
24,Shannon Hansen,NELK7SCK,University of Texas,San Antonio,Biology,DEPT5,10/30/1976,yes,JOB2,Lecturer,269261,2014
24,Shannon Hansen,NELK7SCK,University of Texas,San Antonio,Biology,DEPT5,10/30/1976,no,JOB4,Coordinator,56397,2010
24,Shannon Hansen,NELK7SCK,University of Texas,San Antonio,Biology,DEPT5,10/30/1976,no,JOB5,Engineer,53896,2018
24,Shannon Hansen,NELK7SCK,University of Texas,San Antonio,Biology,DEPT5,10/30/1976,no,JOB3,Administrator,91862,2021
25,Nicholas Bryan,E3JDACPY,University of Florida,Miami,Computer Engineering,DEPT9,11/11/1960,yes,JOB4,Coordinator,321016,2020
25,Nicholas Bryan,E3JDACPY,University of Florida,Miami,Computer Engineering,DEPT9,11/11/1960,no,JOB2,Lecturer,99159,2021
25,Nicholas Bryan,E3JDACPY,University of Florida,Miami,Computer Engineering,DEPT9,11/11/1960,no,JOB5,Engineer,140396,2012
25,Nicholas Bryan,E3JDACPY,University of Florida,Miami,Computer Engineering,DEPT9,11/11/1960,no,JOB3,Administrator,445749,2014
26,Michael Cooley,E3JDACPY,University of Florida,Gainesville,Computer Engineering,DEPT9,09/23/1962,no,JOB6,Researcher,247391,2011
27,Tammy Beck,E2EGFYJD,University of Illinois,Springfield,Biology,DEPT5,04/10/1965,no,JOB3,Administrator,430600,2014
27,Tammy Beck,E2EGFYJD,University of Illinois,Springfield,Biology,DEPT5,04/10/1965,no,JOB1,Professor,251170,2013
27,Tammy Beck,E2EGFYJD,University of Illinois,Springfield,Biology,DEPT5,04/10/1965,no,JOB1,Professor,238462,2019
28,Heidi Miller,7R3NFGWK,University of California,Davis,Computer Science,DEPT1,08/02/1967,yes,JOB4,Coordinator,98112,2018
28,Heidi Miller,7R3NFGWK,University of California,Davis,Computer Science,DEPT1,08/02/1967,no,JOB3,Administrator,62028,2017
28,Heidi Miller,7R3NFGWK,University of California,Davis,Computer Science,DEPT1,08/02/1967,no,JOB7,Scientist,186456,2016
28,Heidi Miller,7R3NFGWK,University of California,Davis,Computer Science,DEPT1,08/02/1967,no,JOB1,Professor,352904,2013
28,Heidi Miller,7R3NFGWK,University of California,Davis,Computer Science,DEPT1,08/02/1967,no,JOB3,Administrator,240928,2010
29,Elizabeth Evans,E3JDACPY,University of Florida,Miami,Computer Engineering,DEPT9,10/16/1979,no,JOB5,Engineer,67667,2020
29,Elizabeth Evans,E3JDACPY,University of Florida,Miami,Computer Engineering,DEPT9,10/16/1979,no,JOB7,Scientist,96203,2019
29,Elizabeth Evans,E3JDACPY,University of Florida,Miami,Computer Engineering,DEPT9,10/16/1979,no,JOB3,Administrator,338663,2020
29,Elizabeth Evans,E3JDACPY,University of Florida,Miami,Computer Engineering,DEPT9,10/16/1979,no,JOB2,Lecturer,58749,2013
30,Kelly Clark,NELK7SCK,University of Texas,Houston,Biology,DEPT5,02/21/1962,no,JOB1,Professor,135855,2011
31,Tara Diaz,E2EGFYJD,University of Illinois,Chicago,Biology,DEPT5,12/01/1961,yes,JOB1,Professor,47903,2022
31,Tara Diaz,E2EGFYJD,University of Illinois,Chicago,Biology,DEPT5,12/01/1961,no,JOB6,Researcher,62125,2016
32,Veronica Blackburn,NELK7SCK,University of Texas,Dallas,Biology,DEPT5,10/21/1970,no,JOB3,Administrator,329294,2021
32,Veronica Blackburn,NELK7SCK,University of Texas,Dallas,Biology,DEPT5,10/21/1970,no,JOB3,Administrator,161447,2019
32,Veronica Blackburn,NELK7SCK,University of Texas,Dallas,Biology,DEPT5,10/21/1970,no,JOB2,Lecturer,85940,2021
32,Veronica Blackburn,NELK7SCK,University of Texas,Dallas,Biology,DEPT5,10/21/1970,no,JOB2,Lecturer,98112,2010
32,Veronica Blackburn,NELK7SCK,University of Texas,Dallas,Biology,DEPT5,10/21/1970,no,JOB1,Professor,441249,2022
33,Mark Graham,NELK7SCK,University of Texas,Houston,Biology,DEPT5,05/02/1988,yes,JOB5,Engineer,205446,2011
33,Mark Graham,NELK7SCK,University of Texas,Houston,Biology,DEPT5,05/02/1988,no,JOB5,Engineer,430967,2021
33,Mark Graham,NELK7SCK,University of Texas,Houston,Biology,DEPT5,05/02/1988,no,JOB7,Scientist,183022,2010
34,Mackenzie Norman,NELK7SCK,University of Texas,Houston,Biology,DEPT5,01/03/1973,no,JOB4,Coordinator,117030,2020
34,Mackenzie Norman,NELK7SCK,University of Texas,Houston,Biology,DEPT5,01/03/1973,no,JOB4,Coordinator,181739,2012
34,Mackenzie Norman,NELK7SCK,University of Texas,Houston,Biology,DEPT5,01/03/1973,no,JOB3,Administrator,341482,2021
34,Mackenzie Norman,NELK7SCK,University of Texas,Houston,Biology,DEPT5,01/03/1973,no,JOB4,Coordinator,427230,2019
34,Mackenzie Norman,NELK7SCK,University of Texas,Houston,Biology,DEPT5,01/03/1973,no,JOB3,Administrator,114375,2015
35,Kayla Stevenson,NELK7SCK,University of Texas,San Antonio,Biology,DEPT5,12/05/1987,no,JOB2,Lecturer,409739,2010
35,Kayla Stevenson,NELK7SCK,University of Texas,San Antonio,Biology,DEPT5,12/05/1987,no,JOB8,Analyst,336477,2019
35,Kayla Stevenson,NELK7SCK,University of Texas,San Antonio,Biology,DEPT5,12/05/1987,no,JOB4,Coordinator,264261,2018
36,Alyssa Kelly,NELK7SCK,University of Texas,San Antonio,Biology,DEPT5,10/07/1987,no,JOB3,Administrator,210033,2016
36,Alyssa Kelly,NELK7SCK,University of Texas,San Antonio,Biology,DEPT5,10/07/1987,no,JOB4,Coordinator,384826,2013
36,Alyssa Kelly,NELK7SCK,University of Texas,San Antonio,Biology,DEPT5,10/07/1987,no,JOB1,Professor,249360,2022
36,Alyssa Kelly,NELK7SCK,University of Texas,San Antonio,Biology,DEPT5,10/07/1987,no,JOB5,Engineer,182593,2011
36,Alyssa Kelly,NELK7SCK,University of Texas,San Antonio,Biology,DEPT5,10/07/1987,no,JOB8,Analyst,311687,2015
37,Fernando Reed,E2EGFYJD,University of Illinois,Chicago,Biology,DEPT5,01/08/1980,no,JOB1,Professor,89615,2020
37,Fernando Reed,E2EGFYJD,University of Illinois,Chicago,Biology,DEPT5,01/08/1980,no,JOB3,Administrator,251170,2018
37,Fernando Reed,E2EGFYJD,University of Illinois,Chicago,Biology,DEPT5,01/08/1980,no,JOB4,Coordinator,295875,2020
37,Fernando Reed,E2EGFYJD,University of Illinois,Chicago,Biology,DEPT5,01/08/1980,no,JOB5,Engineer,58749,2012
38,Shelby Fox,KN0XV3NZ,University of Massachusetts,Lowell,Computer Science,DEPT1,03/04/1977,no,JOB2,Lecturer,114713,2019
38,Shelby Fox,KN0XV3NZ,University of Massachusetts,Lowell,Computer Science,DEPT1,03/04/1977,no,JOB4,Coordinator,390205,2013
38,Shelby Fox,KN0XV3NZ,University of Massachusetts,Lowell,Computer Science,DEPT1,03/04/1977,no,JOB4,Coordinator,326892,2014
38,Shelby Fox,KN0XV3NZ,University of Massachusetts,Lowell,Computer Science,DEPT1,03/04/1977,no,JOB2,Lecturer,373752,2019
39,Nischala Kalari,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,05/17/1986,yes,JOB1,Professor,182593,2022
39,Nischala Kalari,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,05/17/1986,no,JOB1,Professor,52664,2014
39,Nischala Kalari,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,05/17/1986,no,JOB5,Engineer,54408,2016
40,Brandon Garcia,NELK7SCK,University of Texas,Austin,Biology,DEPT5,07/09/1966,no,JOB8,Analyst,156557,2021
40,Brandon Garcia,NELK7SCK,University of Texas,Austin,Biology,DEPT5,07/09/1966,no,JOB5,Engineer,221568,2022
41,Matthew Norman,E2EGFYJD,University of Illinois,Urbana-Champaign,Biology,DEPT5,06/22/1961,yes,JOB3,Administrator,380349,2019
41,Matthew Norman,E2EGFYJD,University of Illinois,Urbana-Champaign,Biology,DEPT5,06/22/1961,no,JOB4,Coordinator,193028,2012
42,Jonathan Williams,KN0XV3NZ,University of Massachusetts,Lowell,Computer Science,DEPT1,04/19/1972,no,JOB6,Researcher,179896,2012
42,Jonathan Williams,KN0XV3NZ,University of Massachusetts,Lowell,Computer Science,DEPT1,04/19/1972,no,JOB6,Researcher,199748,2015
42,Jonathan Williams,KN0XV3NZ,University of Massachusetts,Lowell,Computer Science,DEPT1,04/19/1972,no,JOB1,Professor,299854,2018
42,Jonathan Williams,KN0XV3NZ,University of Massachusetts,Lowell,Computer Science,DEPT1,04/19/1972,no,JOB8,Analyst,345930,2020
42,Jonathan Williams,KN0XV3NZ,University of Massachusetts,Lowell,Computer Science,DEPT1,04/19/1972,no,JOB3,Administrator,404486,2013
43,James Faulkner,7R3NFGWK,University of California,Berkeley,Computer Science,DEPT1,05/20/1958,no,JOB8,Analyst,103153,2011
43,James Faulkner,7R3NFGWK,University of California,Berkeley,Computer Science,DEPT1,05/20/1958,no,JOB1,Professor,289110,2022
43,James Faulkner,7R3NFGWK,University of California,Berkeley,Computer Science,DEPT1,05/20/1958,no,JOB4,Coordinator,265049,2019
44,Michael Torres,E2EGFYJD,University of Illinois,Chicago,Biology,DEPT5,05/13/1986,yes,JOB4,Coordinator,326892,2019
44,Michael Torres,E2EGFYJD,University of Illinois,Chicago,Biology,DEPT5,05/13/1986,no,JOB5,Engineer,92227,2018
45,Shannon Rowe,7R3NFGWK,University of California,Santa Barbara,Computer Science,DEPT1,05/23/1994,no,JOB2,Lecturer,409629,2017
45,Shannon Rowe,7R3NFGWK,University of California,Santa Barbara,Computer Science,DEPT1,05/23/1994,no,JOB4,Coordinator,281573,2013
45,Shannon Rowe,7R3NFGWK,University of California,Santa Barbara,Computer Science,DEPT1,05/23/1994,no,JOB1,Professor,433727,2018
46,Christopher Martin,E2EGFYJD,University of Illinois,Urbana-Champaign,Biology,DEPT5,09/19/1995,yes,JOB6,Researcher,60316,2015
46,Christopher Martin,E2EGFYJD,University of Illinois,Urbana-Champaign,Biology,DEPT5,09/19/1995,no,JOB2,Lecturer,311711,2012
47,Lakshmi Vasumati Aakanksha Kondepi,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,02/15/1956,no,JOB7,Scientist,153210,2013
47,Lakshmi Vasumati Aakanksha Kondepi,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,02/15/1956,no,JOB7,Scientist,156164,2011
48,Chris Tucker,E2EGFYJD,University of Illinois,Springfield,Biology,DEPT5,01/17/1957,yes,JOB1,Professor,55167,2012
48,Chris Tucker,E2EGFYJD,University of Illinois,Springfield,Biology,DEPT5,01/17/1957,no,JOB1,Professor,445926,2022
48,Chris Tucker,E2EGFYJD,University of Illinois,Springfield,Biology,DEPT5,01/17/1957,no,JOB7,Scientist,278290,2021
49,Praneeth Badanapally,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,09/16/1963,no,JOB6,Researcher,303994,2012
49,Praneeth Badanapally,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,09/16/1963,no,JOB1,Professor,222434,2021
49,Praneeth Badanapally,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,09/16/1963,no,JOB7,Scientist,265265,2013
49,Praneeth Badanapally,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,09/16/1963,no,JOB5,Engineer,114224,2019
50,Scott Castillo,NELK7SCK,University of Texas,Houston,Biology,DEPT5,01/29/1962,no,JOB6,Researcher,336477,2014
50,Scott Castillo,NELK7SCK,University of Texas,Houston,Biology,DEPT5,01/29/1962,no,JOB2,Lecturer,247391,2011
50,Scott Castillo,NELK7SCK,University of Texas,Houston,Biology,DEPT5,01/29/1962,no,JOB8,Analyst,111500,2020
51,Eileen Hodges,E2EGFYJD,University of Illinois,Chicago,Biology,DEPT5,03/20/1954,no,JOB6,Researcher,51269,2022
51,Eileen Hodges,E2EGFYJD,University of Illinois,Chicago,Biology,DEPT5,03/20/1954,no,JOB6,Researcher,140396,2010
51,Eileen Hodges,E2EGFYJD,University of Illinois,Chicago,Biology,DEPT5,03/20/1954,no,JOB3,Administrator,96394,2010
51,Eileen Hodges,E2EGFYJD,University of Illinois,Chicago,Biology,DEPT5,03/20/1954,no,JOB6,Researcher,400842,2017
52,George Garcia,E2EGFYJD,University of Illinois,Urbana-Champaign,Biology,DEPT5,09/16/1979,no,JOB5,Engineer,224783,2015
53,Susan Wilson,KN0XV3NZ,University of Massachusetts,Boston,Computer Science,DEPT1,05/06/1997,no,JOB1,Professor,311687,2020
53,Susan Wilson,KN0XV3NZ,University of Massachusetts,Boston,Computer Science,DEPT1,05/06/1997,no,JOB4,Coordinator,255424,2015
53,Susan Wilson,KN0XV3NZ,University of Massachusetts,Boston,Computer Science,DEPT1,05/06/1997,no,JOB5,Engineer,222434,2010
53,Susan Wilson,KN0XV3NZ,University of Massachusetts,Boston,Computer Science,DEPT1,05/06/1997,no,JOB2,Lecturer,274988,2018
54,Daniel Thompson,E3JDACPY,University of Florida,Miami,Computer Engineering,DEPT9,05/09/1984,no,JOB2,Lecturer,188342,2018
54,Daniel Thompson,E3JDACPY,University of Florida,Miami,Computer Engineering,DEPT9,05/09/1984,no,JOB7,Scientist,140396,2019
54,Daniel Thompson,E3JDACPY,University of Florida,Miami,Computer Engineering,DEPT9,05/09/1984,no,JOB7,Scientist,240928,2014
54,Daniel Thompson,E3JDACPY,University of Florida,Miami,Computer Engineering,DEPT9,05/09/1984,no,JOB4,Coordinator,210033,2014
54,Daniel Thompson,E3JDACPY,University of Florida,Miami,Computer Engineering,DEPT9,05/09/1984,no,JOB4,Coordinator,341163,2018
55,Peter Boyer,7R3NFGWK,University of California,Davis,Computer Science,DEPT1,04/12/1985,yes,JOB4,Coordinator,382627,2020
55,Peter Boyer,7R3NFGWK,University of California,Davis,Computer Science,DEPT1,04/12/1985,no,JOB2,Lecturer,135154,2011
55,Peter Boyer,7R3NFGWK,University of California,Davis,Computer Science,DEPT1,04/12/1985,no,JOB5,Engineer,53382,2013
55,Peter Boyer,7R3NFGWK,University of California,Davis,Computer Science,DEPT1,04/12/1985,no,JOB3,Administrator,156520,2017
55,Peter Boyer,7R3NFGWK,University of California,Davis,Computer Science,DEPT1,04/12/1985,no,JOB5,Engineer,123078,2021
56,Jennifer Brown,7R3NFGWK,University of California,Berkeley,Computer Science,DEPT1,08/12/1987,no,JOB5,Engineer,103153,2020
56,Jennifer Brown,7R3NFGWK,University of California,Berkeley,Computer Science,DEPT1,08/12/1987,no,JOB8,Analyst,239596,2022
56,Jennifer Brown,7R3NFGWK,University of California,Berkeley,Computer Science,DEPT1,08/12/1987,no,JOB7,Scientist,123078,2016
56,Jennifer Brown,7R3NFGWK,University of California,Berkeley,Computer Science,DEPT1,08/12/1987,no,JOB6,Researcher,257437,2010
56,Jennifer Brown,7R3NFGWK,University of California,Berkeley,Computer Science,DEPT1,08/12/1987,no,JOB4,Coordinator,135154,2016
57,Crystal Simpson,E2EGFYJD,University of Illinois,Chicago,Biology,DEPT5,12/08/1990,no,JOB6,Researcher,222096,2010
57,Crystal Simpson,E2EGFYJD,University of Illinois,Chicago,Biology,DEPT5,12/08/1990,no,JOB7,Scientist,153628,2014
58,Justin Evans,7R3NFGWK,University of California,Santa Barbara,Computer Science,DEPT1,08/20/1996,no,JOB4,Coordinator,260356,2020
58,Justin Evans,7R3NFGWK,University of California,Santa Barbara,Computer Science,DEPT1,08/20/1996,no,JOB2,Lecturer,81856,2022
59,Jennifer Ayala,E3JDACPY,University of Florida,Gainesville,Computer Engineering,DEPT9,02/03/1957,no,JOB7,Scientist,220324,2013
59,Jennifer Ayala,E3JDACPY,University of Florida,Gainesville,Computer Engineering,DEPT9,02/03/1957,no,JOB2,Lecturer,320047,2011
59,Jennifer Ayala,E3JDACPY,University of Florida,Gainesville,Computer Engineering,DEPT9,02/03/1957,no,JOB3,Administrator,153210,2014
59,Jennifer Ayala,E3JDACPY,University of Florida,Gainesville,Computer Engineering,DEPT9,02/03/1957,no,JOB7,Scientist,282996,2022
60,Krystal Park,E3JDACPY,University of Florida,Tampa,Computer Engineering,DEPT9,12/30/1970,no,JOB7,Scientist,321492,2021
60,Krystal Park,E3JDACPY,University of Florida,Tampa,Computer Engineering,DEPT9,12/30/1970,no,JOB2,Lecturer,212328,2016
61,Ronald Roberson,7R3NFGWK,University of California,Berkeley,Computer Science,DEPT1,09/27/1987,no,JOB2,Lecturer,351161,2012
61,Ronald Roberson,7R3NFGWK,University of California,Berkeley,Computer Science,DEPT1,09/27/1987,no,JOB3,Administrator,216532,2016
61,Ronald Roberson,7R3NFGWK,University of California,Berkeley,Computer Science,DEPT1,09/27/1987,no,JOB7,Scientist,264261,2020
61,Ronald Roberson,7R3NFGWK,University of California,Berkeley,Computer Science,DEPT1,09/27/1987,no,JOB2,Lecturer,268825,2011
61,Ronald Roberson,7R3NFGWK,University of California,Berkeley,Computer Science,DEPT1,09/27/1987,no,JOB5,Engineer,188729,2010
62,Phani Krishna Dandamudi,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,04/14/1987,no,JOB4,Coordinator,314066,2017
62,Phani Krishna Dandamudi,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,04/14/1987,no,JOB5,Engineer,400842,2015
62,Phani Krishna Dandamudi,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,04/14/1987,no,JOB7,Scientist,314505,2017
62,Phani Krishna Dandamudi,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,04/14/1987,no,JOB3,Administrator,87905,2012
62,Phani Krishna Dandamudi,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,04/14/1987,no,JOB1,Professor,53896,2022
63,Diana Byrd,NELK7SCK,University of Texas,San Antonio,Biology,DEPT5,12/26/1990,no,JOB7,Scientist,428704,2014
63,Diana Byrd,NELK7SCK,University of Texas,San Antonio,Biology,DEPT5,12/26/1990,no,JOB7,Scientist,121448,2022
63,Diana Byrd,NELK7SCK,University of Texas,San Antonio,Biology,DEPT5,12/26/1990,no,JOB6,Researcher,221203,2022
64,Erica Jordan,7R3NFGWK,University of California,Los Angeles,Computer Science,DEPT1,05/10/1959,no,JOB3,Administrator,382627,2021
64,Erica Jordan,7R3NFGWK,University of California,Los Angeles,Computer Science,DEPT1,05/10/1959,no,JOB6,Researcher,282996,2015
65,Tim Rioux,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,11/30/1962,no,JOB3,Administrator,449390,2015
65,Tim Rioux,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,11/30/1962,no,JOB8,Analyst,74787,2015
65,Tim Rioux,KN0XV3NZ,University of Massachusetts,Dartmouth,Computer Science,DEPT1,11/30/1962,no,JOB6,Researcher,261796,2010
66,Dakota Jenkins,KN0XV3NZ,University of Massachusetts,Lowell,Computer Science,DEPT1,11/04/1968,no,JOB2,Lecturer,245667,2019
67,Crystal Martin,NELK7SCK,University of Texas,Houston,Biology,DEPT5,03/13/1990,yes,JOB3,Administrator,148336,2021
